date,effort_catch
2021-12-31,76.95551
2022-01-31,91.711464
2022-02-28,102.348694
2022-03-31,107.3483
2022-04-30,107.51682
2022-05-31,105.63465
2022-06-30,102.49638
2022-07-31,103.48863
2022-08-31,102.16937
2022-09-30,105.94131
2022-10-31,107.42377
2022-11-30,91.2518
2022-12-31,71.260895
2023-01-31,78.41052
2023-02-28,94.58501
2023-03-31,105.29224
2023-04-30,106.933014
2023-05-31,106.17772
2023-06-30,103.701225
2023-07-31,101.38944
2023-08-31,101.9328
2023-09-30,105.46543
2023-10-31,107.354805
2023-11-30,99.99509
2023-12-31,82.8149
2024-01-31,94.05049
2024-02-29,104.49122
2024-03-31,107.628784
2024-04-30,102.35194
2024-05-31,102.94375
2024-06-30,98.682106
2024-07-31,99.46223
2024-08-31,99.68726
2024-09-30,102.66514
2024-10-31,107.1008
2024-11-30,104.28323
2024-12-31,85.88434
2025-01-31,99.46073
2025-02-28,104.615364
2025-03-31,107.62786
2025-04-30,107.34038
2025-05-31,105.77464
2025-06-30,100.657005
2025-07-31,98.96432
2025-08-31,97.88436
2025-09-30,103.83799
2025-10-31,107.30387
2025-11-30,96.86617
2025-12-31,78.43302
2026-01-31,90.45769
2026-02-28,105.71019
2026-03-31,107.191635
2026-04-30,103.67878
2026-05-31,103.804016
2026-06-30,102.95254
2026-07-31,100.05217
2026-08-31,100.1047
2026-09-30,103.00409
2026-10-31,107.381836
2026-11-30,99.68485
2026-12-31,80.2449
2027-01-31,84.91927
2027-02-28,99.6719
2027-03-31,107.533936
2027-04-30,107.4779
2027-05-31,105.52183
2027-06-30,101.64377
2027-07-31,99.166084
2027-08-31,99.09318
2027-09-30,103.65813
2027-10-31,107.73655
2027-11-30,99.2219
2027-12-31,86.36544
2028-01-31,92.13926
2028-02-29,107.48993
2028-03-31,107.51549
2028-04-30,107.41273
2028-05-31,106.93456
2028-06-30,100.88688
2028-07-31,98.85396
2028-08-31,98.18001
2028-09-30,103.06995
2028-10-31,106.98858
2028-11-30,95.385864
2028-12-31,82.35653
2029-01-31,91.00167
2029-02-28,102.860275
2029-03-31,105.1357
2029-04-30,106.68981
2029-05-31,106.70804
2029-06-30,104.395706
2029-07-31,101.726425
2029-08-31,102.61103
2029-09-30,106.33334
2029-10-31,107.287315
2029-11-30,92.54435
2029-12-31,67.13825
2030-01-31,80.87644
2030-02-28,103.283035
2030-03-31,107.54507
2030-04-30,106.84334
2030-05-31,104.47052
2030-06-30,102.29941
2030-07-31,101.686066
2030-08-31,100.54394
2030-09-30,103.50029
2030-10-31,107.55326
2030-11-30,100.518745
2030-12-31,91.825455
2031-01-31,91.499565
2031-02-28,106.02444
2031-03-31,107.582794
2031-04-30,107.47192
2031-05-31,103.65846
2031-06-30,100.647354
2031-07-31,97.472084
2031-08-31,99.876396
2031-09-30,104.570724
2031-10-31,107.845345
2031-11-30,96.409134
2031-12-31,83.83438
2032-01-31,98.09602
2032-02-29,102.65541
2032-03-31,107.533104
2032-04-30,105.81802
2032-05-31,105.54266
2032-06-30,102.280914
2032-07-31,100.70304
2032-08-31,101.749344
2032-09-30,105.68652
2032-10-31,107.63051
2032-11-30,91.6647
2032-12-31,61.877747
2033-01-31,84.67797
2033-02-28,97.88972
2033-03-31,104.006966
2033-04-30,105.56131
2033-05-31,107.200134
2033-06-30,103.202156
2033-07-31,101.81747
2033-08-31,99.04091
2033-09-30,104.882996
2033-10-31,107.79624
2033-11-30,88.960014
2033-12-31,72.95729
2034-01-31,85.066864
2034-02-28,103.82991
2034-03-31,107.61786
2034-04-30,107.5248
2034-05-31,106.985825
2034-06-30,103.013054
2034-07-31,99.92698
2034-08-31,102.779045
2034-09-30,106.05813
2034-10-31,107.189644
2034-11-30,98.034424
2034-12-31,93.963615
2035-01-31,93.03169
2035-02-28,107.26428
2035-03-31,106.04288
2035-04-30,103.00342
